1.0,0.0,-1.0,-1.0,4391.933333333333,0.05489133333333334
1.0,0.0,1.0,-1.0,2507.0,0.048485
1.0,0.0,-1.0,1.0,4468.533333333333,0.054019000000000005
1.0,0.0,1.0,1.0,2455.866666666667,0.05057433333333333
1.0,1.0,-1.0,-1.0,7232.066666666667,0.036784000000000004
1.0,1.0,1.0,-1.0,6730.866666666666,0.019715
1.0,1.0,-1.0,1.0,6590.133333333334,0.039503333333333335
1.0,1.0,1.0,1.0,6678.8,0.018922666666666667
1.0,2.0,-1.0,-1.0,6987.566666666667,0.035711333333333324
1.0,2.0,1.0,-1.0,6721.7,0.018929666666666668
1.0,2.0,-1.0,1.0,6909.600000000001,0.036562000000000004
1.0,2.0,1.0,1.0,6738.966666666667,0.019135
1.0,3.0,-1.0,-1.0,7393.366666666666,0.033883333333333335
1.0,3.0,1.0,-1.0,6782.666666666667,0.018084000000000003
1.0,3.0,-1.0,1.0,7439.733333333333,0.034368666666666665
1.0,3.0,1.0,1.0,7268.866666666666,0.017000666666666667
